created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 22 13:22:57 +0000 2023;1,72E+18;Tadinya gw bener2 bakal liat gagasan dan visi-misi dalam pemilu kali ini, 3 capres ini kuat semua dengan keunggulan masing2.   Tapi pas liat Cawapresnya Prabowo, mohon maaf terpaksa gw coret dari kandidat deh.   Bagaimanapun pengalaman juga dibutuhkan dalam memimpin negara.;0;1;3;10;in;58827054;1,72E+18;PaundraJuve;https://twitter.com/PaundraJuve/status/1716082717694288347
Sun Oct 22 13:22:45 +0000 2023;1,72E+18;Di belakang Prabowo-Gibran adalah Presiden yang berkuasa dalam 20 tahun terakhir.  Politik Indonesia bakal asik banget kalau yang terpilih adalah pasangan capres yang lain. 👻;0;0;0;1;in;100213068;1,72E+18;Gustisiya;https://twitter.com/Gustisiya/status/1716082666104328695
Sun Oct 22 13:22:41 +0000 2023;1,72E+18;wkwkw ngakak bgtt di tiktok lewat meme capres prabowo-cipung😭;0;0;0;2;in;1,11E+18;1,72E+18;zameeyda;https://twitter.com/zameeyda/status/1716082649327108119
Sun Oct 22 13:22:00 +0000 2023;1,72E+18;@Dahnilanzar @prabowo Yakin...hanya jadi capres seumur hidup;0;0;0;0;in;1639933297;1,72E+18;DSyayid;https://twitter.com/DSyayid/status/1716082475804570058
Sun Oct 22 13:21:53 +0000 2023;1,72E+18;selama Pak Prabowo mencalonkan diri sbg capres aku selalu mendukung beliau. sekarang, cawapresnya Mas Gibran, ga blunder kah pak? mau menarik suara gen Z sepertinya tidak harus bersama Mas Gibran. but, we will see.;0;0;0;0;in;1955903496;1,72E+18;innyauntariafr;https://twitter.com/innyauntariafr/status/1716082446448599224
Sun Oct 22 13:21:33 +0000 2023;1,72E+18;Nice Move Gibran 👏 Bahkan koalisi ini lbh menguntungkan Gibran drpd Prabowo 😆  menang:  Elektabilitas naik, after jd wapres bisa tinggal milih mau jabatan yg mana, atau bahkan jd penantang capres pemilu selanjutnya🤏  Kalah: Ya gpp, msh jd walkot, bs mulai dr ikut pilgub lg🤣;0;0;0;0;in;1,23E+18;1,72E+18;mchlrs_;https://twitter.com/mchlrs_/status/1716082364110278969
Sun Oct 22 13:21:15 +0000 2023;1,72E+18;@unmagnetism Pilpres ga perlu diadain buang buang anggaran karena udah ketauan ini pak prabowo yang menang. Kalo pak mahfud yang jadi capres mungkin masih bisa ngimbangin;0;1;0;2;in;1138922264;1,72E+18;satriaherta;https://twitter.com/satriaherta/status/1716082286654079140
Sun Oct 22 13:20:48 +0000 2023;1,72E+18;@Fahrihamzah @prabowo @gibran_tweet Kok samping Pak Prabowo gak senyum pak. Kayak kecewa gitu.  Ibarat PDKT lama banget ama pak Prabowo buat maju Capres. Ehhh, ketikung ama anak saingan partai lain.;0;0;0;0;in;1,44E+18;1,72E+18;AkunSiAneh;https://twitter.com/AkunSiAneh/status/1716082174833860872
Sun Oct 22 13:20:47 +0000 2023;1,72E+18;@ernestprakasa Nice Move Gibran 👏 Bahkan koalisi ini lbh menguntungkan Gibran drpd Prabowo 😆  menang:  Elektabilitas naik, after jd wapres bisa tinggal milih mau jabatan yg mana, atau bahkan jd penantang capres pemilu selanjutnya🤏  Kalah: Ya gpp, msh jd walkot, bs mulai dr ikut pilgub lg🤣;0;3;1;3;in;1,23E+18;1,72E+18;mchlrs_;https://twitter.com/mchlrs_/status/1716082171994386742
Sun Oct 22 13:20:16 +0000 2023;1,72E+18;@Dennysiregar7 Semoga PRAbOWO terganjal dengan usianya dan ga jadi capres biar rame sekalian;0;0;0;0;in;1,60E+18;1,72E+18;haruasakamol;https://twitter.com/haruasakamol/status/1716082041157251083
Sun Oct 22 13:20:15 +0000 2023;1,72E+18;Survei terbaru LSI ini menarik guys!!! Dilakukan setelah putusan MK soal batas usia capres dan cawapres, juga memotret simulasi Prabowo - Gibran, Ganjar - Mahfud dan Anies - Imin.  #prabowo #prabowosubianto #gibran #gibranrakabuming #ganjarpranowo #mahfud #aniesbaswedan https://t.co/C58p0oyvTL;0;0;0;1;in;1,60E+18;1,72E+18;Gerindra_Krngsm;https://twitter.com/Gerindra_Krngsm/status/1716082035482317081
Sun Oct 22 13:19:52 +0000 2023;1,72E+18;@CNNIndonesia Sengaja ngajak mas Gibran biar , biar nanti bisa jadi sama bapaknya presiden  Capres Gibran cawapres Prabowo  Gitu gak si biar beda sama tahun kemarin;0;0;0;0;in;1,70E+18;1,72E+18;b59066;https://twitter.com/b59066/status/1716081940053508146
Sun Oct 22 13:19:48 +0000 2023;1,72E+18;@idextratime menurut gua agak disayangkan sih pak prabowo milih gibran, ntah apa konteksnya, cuma kalau elektabilitasnya jadi naik dan mecahin lose streaknya yaudahlah ya.. cuma takut nanti pas di debat capres cawapres gibran diem bae;0;5;0;2;in;1,16E+18;1,72E+18;siniiinnnn;https://twitter.com/siniiinnnn/status/1716081922353606881
Sun Oct 22 13:19:27 +0000 2023;1,72E+18;Pak Prabowo ini 2x capres salah pilih wapres terus, gak tau yang ini ya haha;0;0;0;1;in;154043569;1,72E+18;pasapumonca;https://twitter.com/pasapumonca/status/1716081836777197956
Sun Oct 22 13:19:17 +0000 2023;1,72E+18;Saya ucapkan Selamat buat pasangan capres cawapres 2024 Pak Prabowo - Gibran. https://t.co/SaLlWwH78e;0;2;1;10;in;1,41E+18;1,72E+18;Minnie_imut;https://twitter.com/Minnie_imut/status/1716081793873617245
Sun Oct 22 13:19:07 +0000 2023;1,72E+18;@TeddGus Semoga besuk senin MK memutuskan batas maksimal capres u 70 th, dan prabowo nggak bisa daftar capres, toh nggak ada hubungannya dg mk.;0;1;1;7;in;1,41E+18;1,72E+18;n_pamuji;https://twitter.com/n_pamuji/status/1716081750487793760
Sun Oct 22 13:18:48 +0000 2023;1,72E+18;Yak mari lihat di debat capres, kalo ancur2an si prabowo-gibran. Ya bye saya golput saja🙏;0;2;0;0;in;292796086;1,72E+18;gazebosenja;https://twitter.com/gazebosenja/status/1716081670061986276
Sun Oct 22 13:18:47 +0000 2023;1,72E+18;Dua kali kalah di pilpres sama bapaknya, pak Prabowo sekarang gandeng anaknya maju sebagai pasangan capres dan cawapres.   Emang boleh se-desperate itu pak @prabowo?;0;0;0;2;in;225305183;1,72E+18;fariskodel;https://twitter.com/fariskodel/status/1716081666324889684
Sun Oct 22 13:18:40 +0000 2023;1,72E+18;Ketua Umum Partai Gerindra sekaligus bakal capres Prabowo Subianto mengumumkan Gibran Rakabuming Raka, putra sulung Presiden RI Joko Widodo sekaligus Wali Kota Surakarta, sebagai bakal cawapres dari Koalisi Indonesia Maju untuk Pilpres 2024.;0;2;0;1;in;18071520;1,72E+18;antaranews;https://twitter.com/antaranews/status/1716081639200305498
Sun Oct 22 13:17:52 +0000 2023;1,72E+18;@KaredokLeunca__ @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd setuju lah ,gs tong garelut dukung we capres cawapres pilihana..sing alakur dak..;0;1;0;1;in;1,43E+18;1,72E+18;iwanojring;https://twitter.com/iwanojring/status/1716081437777261006
Sun Oct 22 13:17:36 +0000 2023;1,72E+18;@kumparan Selamat menjadi capres abadi buat @prabowo;0;0;0;1;in;1,05E+18;1,72E+18;JhonFahmi;https://twitter.com/JhonFahmi/status/1716081371696046507
Sun Oct 22 13:17:36 +0000 2023;1,72E+18;Ketua Umum (Ketum) Gerindra yang juga bakal capres dari Koalisi Indonesia Maju, Prabowo Subianto,  memutuskan Gibran Rakabuming Raka sebagai bakal cawapres. Keputusan itu diumumkan di Kertanegara, Jakarta Selatan, Minggu (22/10) malam.  #Prabowo #Gibran  #PrabowoGibran #Pilpres https://t.co/uizqzOVv1P;0;0;1;0;in;2393930923;1,72E+18;lensaRTV;https://twitter.com/lensaRTV/status/1716081369548497276
Sun Oct 22 13:17:13 +0000 2023;1,72E+18;@cahyaoi244087 Gpp om,,biar nnt pas debat capres:cawapres dirujak abis si gibran ini ama pak ganjar+mahfud..tambah lagi si anis yg jago ngoceh..bakalan krik krik krik prabowo ama gibran ini;0;1;0;1;in;1,04E+18;1,72E+18;bevbeh75;https://twitter.com/bevbeh75/status/1716081275294089282
Sun Oct 22 13:17:02 +0000 2023;1,72E+18;#TRENDING - Capres Koalisi Indonesia Maju (KIM), Prabowo Subianto, mengumumkannya Gibran Rakabuming sebagai cawapresnya.  #IDNTimesNews #GenZMemilih   https://t.co/IdX8EzGYAF https://t.co/3fWvxpK33i;2;0;0;2;in;388190238;1,72E+18;IDNTimes;https://twitter.com/IDNTimes/status/1716081229123252609
Sun Oct 22 13:16:47 +0000 2023;1,72E+18;@kumparan @jokowi @gibran_tweet @prabowo Dari pada keduluan MK mutusin batasan usia capres mending lgsg umumin malam2 ye kan 🤣;0;0;0;0;in;1,68E+18;1,72E+18;YangMulyaDiraja;https://twitter.com/YangMulyaDiraja/status/1716081163562041351
Sun Oct 22 13:16:26 +0000 2023;1,72E+18;@rubby46742 @MokJeffri @papambunn60692 @TeddGus @gibran_tweet @prabowo kok baru sekarang sadar? pakde dulu bilang ga mikir copras capres lo.;0;0;0;0;in;1,68E+18;1,72E+18;Krakensotong;https://twitter.com/Krakensotong/status/1716081077541011869
Sun Oct 22 13:16:01 +0000 2023;1,72E+18;@KompasTV Selamat menjadi capres abadi buat @prabowo;0;0;0;1;in;1,05E+18;1,72E+18;JhonFahmi;https://twitter.com/JhonFahmi/status/1716080972285038717
Sun Oct 22 13:15:21 +0000 2023;1,72E+18;Breaking News resmi koalisi KIM mengusung prabowo dan gibran menjadi capres -cawapres 2024 dan besok akan mendaftar ke kpu. 🫣 https://t.co/JsRQDxwoQu;0;0;0;0;in;1,60E+18;1,72E+18;Sembroenoo;https://twitter.com/Sembroenoo/status/1716080802491212068
