created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Oct 24 23:58:39 +0000 2023;1,72E+18;Ganjar-Mahfud gaungkan semangat anti-KKN https://t.co/SzUtDZ06LM;0;0;0;0;in;1,41E+18;1,72E+18;bersamaGanjarr;https://twitter.com/bersamaGanjarr/status/1716967470412841129
Tue Oct 24 23:58:14 +0000 2023;1,72E+18;Ganjar-Mahfud gaungkan semangat anti-KKN https://t.co/tuuv56s9t2;0;0;0;3;in;1,41E+18;1,72E+18;bersamaGanjarr;https://twitter.com/bersamaGanjarr/status/1716967365223776428
Tue Oct 24 23:57:47 +0000 2023;1,72E+18;@SINDOnews gaspol Ganjar Mahfud 🔥;0;0;0;0;in;1,57E+18;1,72E+18;irvajasii;https://twitter.com/irvajasii/status/1716967254892707936
Tue Oct 24 23:57:31 +0000 2023;1,72E+18;@Nikmatul_Sg Seperti Ganjar Mahfud ini memang sangat perlu didukung ya gaes ya;0;0;0;0;in;1,70E+18;1,72E+18;Catallay1;https://twitter.com/Catallay1/status/1716967186416509079
Tue Oct 24 23:57:27 +0000 2023;1,72E+18;"@NenkMonica salah judul. harusnya ganjar-mahfud diprediksi kandas di putaran pertama. AMIN.""""";0;0;1;3;in;153369068;1,72E+18;roymz_13;https://twitter.com/roymz_13/status/1716967167483384198
Tue Oct 24 23:57:15 +0000 2023;1,72E+18;@KataNadiaaa #TegakLurusKonstitusi harus terus di tegakkan, Ganjar Mahfud selalu mengikuti aturan di negara ini;0;0;0;0;in;1,58E+18;1,72E+18;triastiast;https://twitter.com/triastiast/status/1716967118594548181
Tue Oct 24 23:56:58 +0000 2023;1,72E+18;@Prihati_utami Ganjar Mahfud nih udh terbukti kinerja nya bagus dan lurus;0;0;0;0;in;1,70E+18;1,72E+18;Catallay1;https://twitter.com/Catallay1/status/1716967047077462047
Tue Oct 24 23:56:45 +0000 2023;1,72E+18;@Prihati_utami Betul kita harus bersuara keras untuk melindungi konstitusi bersama Pak Ganjar dan Mahfud;0;0;0;0;in;1,70E+18;1,72E+18;Catallay1;https://twitter.com/Catallay1/status/1716966992828391475
Tue Oct 24 23:56:25 +0000 2023;1,72E+18;@Melihat_Indo prinsip dari Ganjar Mahfud dan selalu konsisten dengan itu;0;0;0;0;in;1,70E+18;1,72E+18;Catallay1;https://twitter.com/Catallay1/status/1716966908468273610
Tue Oct 24 23:56:03 +0000 2023;1,72E+18;@ganjarpranowo @saya_caklontong @masbutet @akbar___ @CingAbdel @adjisdoaibu Makin terlihat banyak dukungan dari kalangan seniman untuk Ganjar Mahfud menuju Presiden;0;0;0;0;in;1,69E+18;1,72E+18;FoleyMaril6216;https://twitter.com/FoleyMaril6216/status/1716966817351323726
Tue Oct 24 23:55:31 +0000 2023;1,72E+18;@tempodotco Gaspoll pak Ganjar Mahfud;0;0;0;0;in;1,69E+18;1,72E+18;vyvlayno;https://twitter.com/vyvlayno/status/1716966683464888657
Tue Oct 24 23:55:29 +0000 2023;1,72E+18;@ganjarpranowo @saya_caklontong @masbutet @akbar___ @CingAbdel @adjisdoaibu Santuy banget sih pak ganjar Mahfud bareng seniman, walaupun begitu tetap berupaya untuk Indonesia lebih baik;0;0;0;0;in;1,70E+18;1,72E+18;Catallay1;https://twitter.com/Catallay1/status/1716966674791035148
Tue Oct 24 23:55:20 +0000 2023;1,72E+18;Kalo ada yang belum paham cara kerja bots yang merusuhi polling, silahkan perhatikan screenshot di bawah ini...  Pada saat voting berjumlah 50.568, Anies &amp  Muhaimin memimpin dengan 73% suara... lalu voting bertambah cuman sekitar seribu lebih, tiba2 Ganjar &amp  Mahfud berbalik… https://t.co/R0QsXehDsv;63;199;815;1877;in;80559922;1,72E+18;ferizandra;https://twitter.com/ferizandra/status/1716966635838582967
Tue Oct 24 23:55:19 +0000 2023;1,72E+18;@sigitwid Doa yg sama mohon dukungan anak muda yg jujur dengan nuraninya memilih Ganjar Mahfud;0;0;0;0;in;1,45E+18;1,72E+18;pangasean01;https://twitter.com/pangasean01/status/1716966634114703584
Tue Oct 24 23:55:12 +0000 2023;1,72E+18;@Gus_Raharjo Bner Banget Semua perkata, an mencla-mencle tak Akan kami percaya lagi kami rakyat Indonesia Sangat kecewa, tetep Fokus dengan Pak Ganjar-mahfud;0;0;0;0;in;1,71E+18;1,72E+18;YogiSaputr39332;https://twitter.com/YogiSaputr39332/status/1716966604419080548
Tue Oct 24 23:54:58 +0000 2023;1,72E+18;@Dennysiregar7 Tdak membenci ganjar atau mahfud nya, tpi banteng nya yg mengerikan hmm;0;0;0;0;in;2302690585;1,72E+18;kholis_aji;https://twitter.com/kholis_aji/status/1716966543232528403
Tue Oct 24 23:54:56 +0000 2023;1,72E+18;𝐆𝐚𝐧𝐣𝐚𝐫 - 𝐌𝐚𝐡𝐟𝐮𝐝  𝐉𝐚𝐝𝐢𝐤𝐚𝐧 𝐈𝐧𝐝𝐨𝐧𝐞𝐬𝐢𝐚 𝐏𝐮𝐬𝐚𝐭 𝐈𝐧𝐝𝐮𝐬𝐭𝐫𝐢 𝐇𝐚𝐥𝐚𝐥 𝐆𝐥𝐨𝐛𝐚𝐥 ┏━ⒼⓂ━━━━━━━━ Ganjar - Mahfud siap melakukan optimalisasi pasar halal nasional yang terintegrasi dan berstandar internasional sekaligus mendorong ekspor… https://t.co/zKvlnqMZ36;0;2;11;18;in;1,16E+18;1,72E+18;Eil_Thia;https://twitter.com/Eil_Thia/status/1716966535095554541
Tue Oct 24 23:54:55 +0000 2023;1,72E+18;@hansssolo Gas pol bro Ganjar Mahfud..tapi saya nggak milih karena kasus e KTP Ganjar disebut Setyo Novanto...aku milih AMIN ajalah... https://t.co/38O3zI4gYX;0;1;0;0;in;1,51E+18;1,72E+18;Suharto91638148;https://twitter.com/Suharto91638148/status/1716966533740613732
Tue Oct 24 23:54:37 +0000 2023;1,72E+18;@FaGtng Tetap ganjar mahfud lah pilihan terbaik..✊️✊️🇮🇩🇮🇩🤟🤟;0;0;0;4;in;1,61E+18;1,72E+18;kalomosodho;https://twitter.com/kalomosodho/status/1716966455861035118
Tue Oct 24 23:54:29 +0000 2023;1,72E+18;@viddal_b Siapkan mental kuatkan tekad, no cacimaki dan tetap semangat untuk Ganjar Pranowo - Mahfud MD menang satu putaran ✊✊🇮🇩;0;1;1;2;in;1,30E+18;1,72E+18;WulungjagaNKRI;https://twitter.com/WulungjagaNKRI/status/1716966422151336446
Tue Oct 24 23:53:46 +0000 2023;1,72E+18;@ganjarpranowo @saya_caklontong @masbutet @akbar___ @CingAbdel @adjisdoaibu Pak Ganjar dan pak Mahfud juga kan membawa perubahan Untuk Indonesia, kami percaya itu;0;0;0;0;in;1,69E+18;1,72E+18;aspnova70023;https://twitter.com/aspnova70023/status/1716966243461382428
Tue Oct 24 23:53:43 +0000 2023;1,72E+18;@kiki_daliyo Ganjar Mahfud kelihatannya sudah cocok banget memang #TegakLurusKonstitusi;0;0;0;0;in;1,60E+18;1,72E+18;chcy07;https://twitter.com/chcy07/status/1716966231700557848
Tue Oct 24 23:53:42 +0000 2023;1,72E+18;@akbarfaizal68 .gasss polll Ganjar Mahfud 🥰;0;0;0;1;in;1,71E+18;1,72E+18;ndraanyu;https://twitter.com/ndraanyu/status/1716966224046026785
